usage_cpu,usage_storage,users_active,economic_index,cloud_market_demand,holiday,cpu_utilization,storage_efficiency,region_East US,region_North Europe,region_Southeast Asia,region_West US,resource_type_Container,resource_type_Storage,resource_type_VM,year,month,day,day_of_week,quarter,week_of_year,is_month_start,is_month_end,is_weekend
79,1404,425,103.62,0.94,1,0.797979797979798,0.7037593984962406,0,0,1,0,1,0,0,2023,2,4,5,1,5,0,0,1
54,1304,455,103.62,0.94,1,0.5454545454545454,0.6546184738955824,0,0,1,0,0,1,0,2023,2,4,5,1,5,0,0,1
72,1642,219,103.62,0.94,1,0.7272727272727273,0.8234704112337011,0,0,1,0,0,0,1,2023,2,4,5,1,5,0,0,1
69,1245,394,103.62,0.94,1,0.696969696969697,0.6240601503759399,0,1,0,0,1,0,0,2023,2,4,5,1,5,0,0,1
51,1314,396,103.62,0.94,1,0.5151515151515151,0.6596385542168675,0,1,0,0,0,1,0,2023,2,4,5,1,5,0,0,1
78,1199,281,103.62,0.94,1,0.7878787878787878,0.6013039117352056,0,1,0,0,0,0,1,2023,2,4,5,1,5,0,0,1
68,1904,235,103.62,0.94,1,0.6868686868686869,0.9543859649122807,0,0,0,1,1,0,0,2023,2,4,5,1,5,0,0,1
82,650,284,103.62,0.94,1,0.8282828282828283,0.32630522088353414,0,0,0,1,0,1,0,2023,2,4,5,1,5,0,0,1
97,506,462,103.62,0.94,1,0.9797979797979798,0.25376128385155466,0,0,0,1,0,0,1,2023,2,4,5,1,5,0,0,1
70,1409,422,103.62,0.94,1,0.7070707070707071,0.706265664160401,1,0,0,0,1,0,0,2023,2,4,5,1,5,0,0,1
95,990,364,103.62,0.94,1,0.9595959595959596,0.49698795180722893,1,0,0,0,0,1,0,2023,2,4,5,1,5,0,0,1
63,1811,319,103.62,0.94,1,0.6363636363636364,0.9082246740220662,1,0,0,0,0,0,1,2023,2,4,5,1,5,0,0,1
86,574,345,103.61,1.15,1,0.8686868686868687,0.28815261044176704,0,0,1,0,0,1,0,2023,2,5,6,1,5,0,0,1
94,1109,414,103.61,1.15,1,0.9494949494949495,0.5561685055165496,0,0,1,0,0,0,1,2023,2,5,6,1,5,0,0,1
75,941,228,103.61,1.15,1,0.7575757575757576,0.4716791979949875,0,1,0,0,1,0,0,2023,2,5,6,1,5,0,0,1
71,1758,203,103.61,1.15,1,0.7171717171717171,0.8825301204819277,0,1,0,0,0,1,0,2023,2,5,6,1,5,0,0,1
88,1724,445,103.61,1.15,1,0.8888888888888888,0.8645937813440321,0,1,0,0,0,0,1,2023,2,5,6,1,5,0,0,1
70,541,240,103.61,1.15,1,0.7070707070707071,0.2711779448621554,0,0,1,0,1,0,0,2023,2,5,6,1,5,0,0,1
63,1020,239,103.61,1.15,1,0.6363636363636364,0.5120481927710844,0,0,0,1,0,1,0,2023,2,5,6,1,5,0,0,1
66,1638,408,103.61,1.15,1,0.6666666666666666,0.8214643931795386,0,0,0,1,0,0,1,2023,2,5,6,1,5,0,0,1
95,627,423,103.61,1.15,1,0.9595959595959596,0.3142857142857143,1,0,0,0,1,0,0,2023,2,5,6,1,5,0,0,1
66,1213,357,103.61,1.15,1,0.6666666666666666,0.6089357429718876,1,0,0,0,0,1,0,2023,2,5,6,1,5,0,0,1
93,1353,479,103.61,1.15,1,0.9393939393939394,0.6785356068204614,1,0,0,0,0,0,1,2023,2,5,6,1,5,0,0,1
51,736,480,103.61,1.15,1,0.5151515151515151,0.36892230576441104,0,0,0,1,1,0,0,2023,2,5,6,1,5,0,0,1
89,510,363,99.64,1.16,0,0.898989898989899,0.2560240963855422,0,0,1,0,0,1,0,2023,2,6,0,1,6,0,0,0
78,648,466,99.64,1.16,0,0.7878787878787878,0.324974924774323,0,0,1,0,0,0,1,2023,2,6,0,1,6,0,0,0
85,1894,481,99.64,1.16,0,0.8585858585858586,0.9493734335839599,0,1,0,0,1,0,0,2023,2,6,0,1,6,0,0,0
95,629,392,99.64,1.16,0,0.9595959595959596,0.3157630522088353,0,1,0,0,0,1,0,2023,2,6,0,1,6,0,0,0
66,1421,389,99.64,1.16,0,0.6666666666666666,0.7126379137412236,0,1,0,0,0,0,1,2023,2,6,0,1,6,0,0,0
98,686,494,99.64,1.16,0,0.98989898989899,0.34385964912280703,0,0,1,0,1,0,0,2023,2,6,0,1,6,0,0,0
89,1109,467,99.64,1.16,0,0.898989898989899,0.5567269076305221,0,0,0,1,0,1,0,2023,2,6,0,1,6,0,0,0
80,1145,418,99.64,1.16,0,0.8080808080808081,0.574222668004012,0,0,0,1,0,0,1,2023,2,6,0,1,6,0,0,0
72,841,226,99.64,1.16,0,0.7272727272727273,0.42155388471177946,1,0,0,0,1,0,0,2023,2,6,0,1,6,0,0,0
86,1676,275,99.64,1.16,0,0.8686868686868687,0.8413654618473896,1,0,0,0,0,1,0,2023,2,6,0,1,6,0,0,0
87,533,216,99.64,1.16,0,0.8787878787878788,0.26730190571715146,1,0,0,0,0,0,1,2023,2,6,0,1,6,0,0,0
94,1320,372,99.64,1.16,0,0.9494949494949495,0.6616541353383458,0,0,0,1,1,0,0,2023,2,6,0,1,6,0,0,0
83,1023,474,73.8,1.08,0,0.8383838383838383,0.512781954887218,0,0,1,0,1,0,0,2023,2,7,1,1,6,0,0,0
93,671,301,73.8,1.08,0,0.9393939393939394,0.33684738955823296,0,0,1,0,0,1,0,2023,2,7,1,1,6,0,0,0
88,630,428,73.8,1.08,0,0.8888888888888888,0.3159478435305918,0,0,1,0,0,0,1,2023,2,7,1,1,6,0,0,0
92,541,224,73.8,1.08,0,0.9292929292929293,0.2711779448621554,0,1,0,0,1,0,0,2023,2,7,1,1,6,0,0,0
50,1740,260,73.8,1.08,0,0.5050505050505051,0.8734939759036144,0,1,0,0,0,1,0,2023,2,7,1,1,6,0,0,0
58,795,216,73.8,1.08,0,0.5858585858585859,0.39869608826479436,0,1,0,0,0,0,1,2023,2,7,1,1,6,0,0,0
75,1973,272,73.8,1.08,0,0.7575757575757576,0.9889724310776943,0,0,0,1,1,0,0,2023,2,7,1,1,6,0,0,0
85,1250,347,73.8,1.08,0,0.8585858585858586,0.6268806419257773,0,0,0,1,0,0,1,2023,2,7,1,1,6,0,0,0
71,568,488,73.8,1.08,0,0.7171717171717171,0.2847117794486215,1,0,0,0,1,0,0,2023,2,7,1,1,6,0,0,0
96,1163,445,73.8,1.08,0,0.9696969696969697,0.5838353413654619,1,0,0,0,0,1,0,2023,2,7,1,1,6,0,0,0
89,1750,297,73.8,1.08,0,0.898989898989899,0.8776328986960883,1,0,0,0,0,0,1,2023,2,7,1,1,6,0,0,0
68,1767,400,73.8,1.08,0,0.6868686868686869,0.8870481927710844,0,0,0,1,0,1,0,2023,2,7,1,1,6,0,0,0
96,1811,465,100.87,0.97,0,0.9696969696969697,0.9091365461847389,0,1,0,0,0,1,0,2023,2,8,2,1,6,0,0,0
56,834,316,100.87,0.97,0,0.5656565656565656,0.4186746987951807,0,0,1,0,0,1,0,2023,2,8,2,1,6,0,0,0
70,1609,449,100.87,0.97,0,0.7070707070707071,0.8069207622868606,0,0,1,0,0,0,1,2023,2,8,2,1,6,0,0,0
65,1210,481,100.87,0.97,0,0.6565656565656566,0.606516290726817,0,1,0,0,1,0,0,2023,2,8,2,1,6,0,0,0
61,988,225,100.87,0.97,0,0.6161616161616161,0.4954864593781344,0,1,0,0,0,0,1,2023,2,8,2,1,6,0,0,0
56,636,375,100.87,0.97,0,0.5656565656565656,0.318796992481203,0,0,1,0,1,0,0,2023,2,8,2,1,6,0,0,0
72,873,397,100.87,0.97,0,0.7272727272727273,0.4382530120481928,0,0,0,1,0,1,0,2023,2,8,2,1,6,0,0,0
86,1567,216,100.87,0.97,0,0.8686868686868687,0.7858575727181545,1,0,0,0,0,0,1,2023,2,8,2,1,6,0,0,0
59,511,279,100.87,0.97,0,0.5959595959595959,0.2565261044176707,1,0,0,0,0,1,0,2023,2,8,2,1,6,0,0,0
57,965,288,100.87,0.97,0,0.5757575757575758,0.48370927318295737,0,0,0,1,1,0,0,2023,2,8,2,1,6,0,0,0
80,1160,280,100.87,0.97,0,0.8080808080808081,0.5817452357071213,0,0,0,1,0,0,1,2023,2,8,2,1,6,0,0,0
73,838,463,100.87,0.97,0,0.7373737373737373,0.42005012531328323,1,0,0,0,1,0,0,2023,2,8,2,1,6,0,0,0
82,515,307,100.92,0.8,0,0.8282828282828283,0.25853413654618473,0,0,1,0,0,1,0,2023,2,9,3,1,6,0,0,0
78,1481,409,100.92,0.8,0,0.7878787878787878,0.742728184553661,0,0,1,0,0,0,1,2023,2,9,3,1,6,0,0,0
64,996,203,100.92,0.8,0,0.6464646464646465,0.4992481203007519,0,1,0,0,1,0,0,2023,2,9,3,1,6,0,0,0
72,863,238,100.92,0.8,0,0.7272727272727273,0.43323293172690763,0,1,0,0,0,1,0,2023,2,9,3,1,6,0,0,0
86,1694,382,100.92,0.8,0,0.8686868686868687,0.8495486459378134,0,1,0,0,0,0,1,2023,2,9,3,1,6,0,0,0
51,810,426,100.92,0.8,0,0.5151515151515151,0.40601503759398494,0,0,1,0,1,0,0,2023,2,9,3,1,6,0,0,0
84,1119,387,100.92,0.8,0,0.8484848484848485,0.5617469879518072,0,0,0,1,0,1,0,2023,2,9,3,1,6,0,0,0
66,1682,351,100.92,0.8,0,0.6666666666666666,0.843530591775326,0,0,0,1,0,0,1,2023,2,9,3,1,6,0,0,0
79,871,302,100.92,0.8,0,0.797979797979798,0.43659147869674186,1,0,0,0,1,0,0,2023,2,9,3,1,6,0,0,0
78,1093,422,100.92,0.8,0,0.7878787878787878,0.5486947791164659,1,0,0,0,0,1,0,2023,2,9,3,1,6,0,0,0
57,1326,414,100.92,0.8,0,0.5757575757575758,0.6649949849548646,1,0,0,0,0,0,1,2023,2,9,3,1,6,0,0,0
94,1621,330,100.92,0.8,0,0.9494949494949495,0.812531328320802,0,0,0,1,1,0,0,2023,2,9,3,1,6,0,0,0
86,560,397,97.8,1.04,0,0.8686868686868687,0.2807017543859649,0,0,1,0,1,0,0,2023,2,10,4,1,6,0,0,0
95,1084,339,97.8,1.04,0,0.9595959595959596,0.5441767068273092,0,0,1,0,0,1,0,2023,2,10,4,1,6,0,0,0
86,931,392,97.8,1.04,0,0.8686868686868687,0.46690070210631895,0,0,1,0,0,0,1,2023,2,10,4,1,6,0,0,0
79,823,345,97.8,1.04,0,0.797979797979798,0.412531328320802,0,1,0,0,1,0,0,2023,2,10,4,1,6,0,0,0
79,502,341,97.8,1.04,0,0.797979797979798,0.2520080321285141,0,1,0,0,0,1,0,2023,2,10,4,1,6,0,0,0
79,1420,264,97.8,1.04,0,0.797979797979798,0.7121364092276831,0,1,0,0,0,0,1,2023,2,10,4,1,6,0,0,0
93,1762,465,97.8,1.04,0,0.9393939393939394,0.8832080200501253,0,0,0,1,1,0,0,2023,2,10,4,1,6,0,0,0
98,976,444,97.8,1.04,0,0.98989898989899,0.48946840521564694,0,0,0,1,0,0,1,2023,2,10,4,1,6,0,0,0
81,1562,228,97.8,1.04,0,0.8181818181818182,0.7829573934837093,1,0,0,0,1,0,0,2023,2,10,4,1,6,0,0,0
91,1045,450,97.8,1.04,0,0.9191919191919192,0.5240722166499499,1,0,0,0,0,0,1,2023,2,10,4,1,6,0,0,0
93,1196,471,97.8,1.04,0,0.9393939393939394,0.6004016064257028,0,0,0,1,0,1,0,2023,2,10,4,1,6,0,0,0
62,1664,473,97.8,1.04,0,0.6262626262626263,0.8353413654618473,1,0,0,0,0,1,0,2023,2,10,4,1,6,0,0,0
67,561,344,114.78,0.95,1,0.6767676767676768,0.281203007518797,0,0,1,0,1,0,0,2023,2,11,5,1,6,0,0,1
90,1252,458,114.78,0.95,1,0.9090909090909091,0.6278836509528586,0,1,0,0,0,0,1,2023,2,11,5,1,6,0,0,1
91,918,377,114.78,0.95,1,0.9191919191919192,0.4608433734939759,0,0,1,0,0,1,0,2023,2,11,5,1,6,0,0,1
84,1543,440,114.78,0.95,1,0.8484848484848485,0.7738214643931796,0,0,1,0,0,0,1,2023,2,11,5,1,6,0,0,1
72,1188,208,114.78,0.95,1,0.7272727272727273,0.5954887218045113,0,1,0,0,1,0,0,2023,2,11,5,1,6,0,0,1
55,553,246,114.78,0.95,1,0.5555555555555556,0.2776104417670683,0,1,0,0,0,1,0,2023,2,11,5,1,6,0,0,1
83,1324,417,114.78,0.95,1,0.8383838383838383,0.6636591478696742,0,0,0,1,1,0,0,2023,2,11,5,1,6,0,0,1
57,1833,442,114.78,0.95,1,0.5757575757575758,0.9192577733199598,0,0,0,1,0,0,1,2023,2,11,5,1,6,0,0,1
56,1063,459,114.78,0.95,1,0.5656565656565656,0.5328320802005012,1,0,0,0,1,0,0,2023,2,11,5,1,6,0,0,1
62,725,352,114.78,0.95,1,0.6262626262626263,0.36395582329317266,1,0,0,0,0,1,0,2023,2,11,5,1,6,0,0,1
88,1963,210,114.78,0.95,1,0.8888888888888888,0.9844533600802408,1,0,0,0,0,0,1,2023,2,11,5,1,6,0,0,1
94,1889,306,114.78,0.95,1,0.9494949494949495,0.9482931726907631,0,0,0,1,0,1,0,2023,2,11,5,1,6,0,0,1
57,1774,375,91.92,0.95,1,0.5757575757575758,0.8905622489959839,0,0,1,0,0,1,0,2023,2,12,6,1,6,0,0,1
73,1647,237,91.92,0.95,1,0.7373737373737373,0.8259779338014042,0,0,1,0,0,0,1,2023,2,12,6,1,6,0,0,1
54,1918,425,91.92,0.95,1,0.5454545454545454,0.9614035087719298,0,1,0,0,1,0,0,2023,2,12,6,1,6,0,0,1
64,539,224,91.92,0.95,1,0.6464646464646465,0.27058232931726905,0,1,0,0,0,1,0,2023,2,12,6,1,6,0,0,1
61,669,208,91.92,0.95,1,0.6161616161616161,0.33550651955867605,0,1,0,0,0,0,1,2023,2,12,6,1,6,0,0,1
75,1413,236,91.92,0.95,1,0.7575757575757576,0.7082706766917293,0,0,1,0,1,0,0,2023,2,12,6,1,6,0,0,1
60,1451,322,91.92,0.95,1,0.6060606060606061,0.7284136546184738,0,0,0,1,0,1,0,2023,2,12,6,1,6,0,0,1
63,1880,297,91.92,0.95,1,0.6363636363636364,0.9428284854563691,0,0,0,1,0,0,1,2023,2,12,6,1,6,0,0,1
96,1612,267,91.92,0.95,1,0.9696969696969697,0.8080200501253133,1,0,0,0,1,0,0,2023,2,12,6,1,6,0,0,1
84,1280,319,91.92,0.95,1,0.8484848484848485,0.642570281124498,1,0,0,0,0,1,0,2023,2,12,6,1,6,0,0,1
73,502,359,91.92,0.95,1,0.7373737373737373,0.25175526579739216,1,0,0,0,0,0,1,2023,2,12,6,1,6,0,0,1
77,1718,425,91.92,0.95,1,0.7777777777777778,0.8611528822055138,0,0,0,1,1,0,0,2023,2,12,6,1,6,0,0,1
56,632,434,109.15,1.03,0,0.5656565656565656,0.3167919799498747,0,0,1,0,1,0,0,2023,2,13,0,1,7,0,0,0
76,921,387,109.15,1.03,0,0.7676767676767676,0.4623493975903614,0,0,1,0,0,1,0,2023,2,13,0,1,7,0,0,0
74,1693,390,109.15,1.03,0,0.7474747474747475,0.8490471414242728,0,0,1,0,0,0,1,2023,2,13,0,1,7,0,0,0
97,1280,244,109.15,1.03,0,0.9797979797979798,0.6416040100250626,0,1,0,0,1,0,0,2023,2,13,0,1,7,0,0,0
77,852,258,109.15,1.03,0,0.7777777777777778,0.42771084337349397,0,1,0,0,0,1,0,2023,2,13,0,1,7,0,0,0
73,1670,367,109.15,1.03,0,0.7373737373737373,0.8375125376128385,0,1,0,0,0,0,1,2023,2,13,0,1,7,0,0,0
76,1812,461,109.15,1.03,0,0.7676767676767676,0.9082706766917293,0,0,0,1,1,0,0,2023,2,13,0,1,7,0,0,0
78,614,385,109.15,1.03,0,0.7878787878787878,0.30792377131394183,0,0,0,1,0,0,1,2023,2,13,0,1,7,0,0,0
99,1563,423,109.15,1.03,0,1.0,0.7834586466165413,1,0,0,0,1,0,0,2023,2,13,0,1,7,0,0,0
54,1472,280,109.15,1.03,0,0.5454545454545454,0.7389558232931727,1,0,0,0,0,1,0,2023,2,13,0,1,7,0,0,0
97,1472,483,109.15,1.03,0,0.9797979797979798,0.7382146439317954,1,0,0,0,0,0,1,2023,2,13,0,1,7,0,0,0
52,1563,239,109.15,1.03,0,0.5252525252525253,0.7846385542168675,0,0,0,1,0,1,0,2023,2,13,0,1,7,0,0,0
66,859,422,94.7,1.05,0,0.6666666666666666,0.43122489959839355,0,1,0,0,0,1,0,2023,2,14,1,1,7,0,0,0
90,1747,259,94.7,1.05,0,0.9090909090909091,0.8770080321285141,0,0,1,0,0,1,0,2023,2,14,1,1,7,0,0,0
97,1849,273,94.7,1.05,0,0.9797979797979798,0.9272818455366099,0,0,1,0,0,0,1,2023,2,14,1,1,7,0,0,0
83,1199,362,94.7,1.05,0,0.8383838383838383,0.6010025062656642,0,1,0,0,1,0,0,2023,2,14,1,1,7,0,0,0
95,1636,432,94.7,1.05,0,0.9595959595959596,0.8204613841524574,0,1,0,0,0,0,1,2023,2,14,1,1,7,0,0,0
64,1745,236,94.7,1.05,0,0.6464646464646465,0.87468671679198,0,0,1,0,1,0,0,2023,2,14,1,1,7,0,0,0
63,1088,211,94.7,1.05,0,0.6363636363636364,0.5461847389558233,0,0,0,1,0,1,0,2023,2,14,1,1,7,0,0,0
88,581,457,94.7,1.05,0,0.8888888888888888,0.2913741223671013,0,0,0,1,0,0,1,2023,2,14,1,1,7,0,0,0
92,1960,357,94.7,1.05,0,0.9292929292929293,0.9824561403508771,1,0,0,0,1,0,0,2023,2,14,1,1,7,0,0,0
80,1034,359,94.7,1.05,0,0.8080808080808081,0.5190763052208835,1,0,0,0,0,1,0,2023,2,14,1,1,7,0,0,0
94,1325,448,94.7,1.05,0,0.9494949494949495,0.664493480441324,1,0,0,0,0,0,1,2023,2,14,1,1,7,0,0,0
88,1747,212,94.7,1.05,0,0.8888888888888888,0.8756892230576441,0,0,0,1,1,0,0,2023,2,14,1,1,7,0,0,0
72,1953,425,100.97,1.1,0,0.7272727272727273,0.9789473684210527,0,0,1,0,1,0,0,2023,2,15,2,1,7,0,0,0
96,578,257,100.97,1.1,0,0.9696969696969697,0.2901606425702811,0,0,1,0,0,1,0,2023,2,15,2,1,7,0,0,0
60,1556,333,100.97,1.1,0,0.6060606060606061,0.7803410230692076,0,0,1,0,0,0,1,2023,2,15,2,1,7,0,0,0
61,1530,228,100.97,1.1,0,0.6161616161616161,0.7669172932330827,0,1,0,0,1,0,0,2023,2,15,2,1,7,0,0,0
85,1262,426,100.97,1.1,0,0.8585858585858586,0.6335341365461847,0,1,0,0,0,1,0,2023,2,15,2,1,7,0,0,0
96,784,403,100.97,1.1,0,0.9696969696969697,0.39317953861584753,0,1,0,0,0,0,1,2023,2,15,2,1,7,0,0,0
67,805,469,100.97,1.1,0,0.6767676767676768,0.40350877192982454,0,0,0,1,1,0,0,2023,2,15,2,1,7,0,0,0
71,973,319,100.97,1.1,0,0.7171717171717171,0.4884538152610442,0,0,0,1,0,1,0,2023,2,15,2,1,7,0,0,0
66,1023,392,100.97,1.1,0,0.6666666666666666,0.5130391173520562,0,0,0,1,0,0,1,2023,2,15,2,1,7,0,0,0
53,1230,391,100.97,1.1,0,0.5353535353535354,0.6165413533834586,1,0,0,0,1,0,0,2023,2,15,2,1,7,0,0,0
69,983,441,100.97,1.1,0,0.696969696969697,0.4934738955823293,1,0,0,0,0,1,0,2023,2,15,2,1,7,0,0,0
78,777,395,100.97,1.1,0,0.7878787878787878,0.38966900702106316,1,0,0,0,0,0,1,2023,2,15,2,1,7,0,0,0
98,1292,479,92.98,0.97,0,0.98989898989899,0.6485943775100401,0,0,1,0,0,1,0,2023,2,16,3,1,7,0,0,0
87,1685,362,92.98,0.97,0,0.8787878787878788,0.8450351053159478,0,0,1,0,0,0,1,2023,2,16,3,1,7,0,0,0
55,1976,456,92.98,0.97,0,0.5555555555555556,0.9904761904761905,0,1,0,0,1,0,0,2023,2,16,3,1,7,0,0,0
96,1368,283,92.98,0.97,0,0.9696969696969697,0.6867469879518072,0,1,0,0,0,1,0,2023,2,16,3,1,7,0,0,0
77,1488,220,92.98,0.97,0,0.7777777777777778,0.7462387161484454,0,1,0,0,0,0,1,2023,2,16,3,1,7,0,0,0
61,1794,407,92.98,0.97,0,0.6161616161616161,0.8992481203007519,0,0,1,0,1,0,0,2023,2,16,3,1,7,0,0,0
63,1607,221,92.98,0.97,0,0.6363636363636364,0.8067269076305221,0,0,0,1,0,1,0,2023,2,16,3,1,7,0,0,0
81,1653,374,92.98,0.97,0,0.8181818181818182,0.8289869608826479,0,0,0,1,0,0,1,2023,2,16,3,1,7,0,0,0
78,656,274,92.98,0.97,0,0.7878787878787878,0.3288220551378446,1,0,0,0,1,0,0,2023,2,16,3,1,7,0,0,0
62,538,470,92.98,0.97,0,0.6262626262626263,0.2700803212851406,1,0,0,0,0,1,0,2023,2,16,3,1,7,0,0,0
78,1015,298,92.98,0.97,0,0.7878787878787878,0.5090270812437312,1,0,0,0,0,0,1,2023,2,16,3,1,7,0,0,0
60,1348,435,92.98,0.97,0,0.6060606060606061,0.6756892230576441,0,0,0,1,1,0,0,2023,2,16,3,1,7,0,0,0
60,1587,404,96.08,0.85,0,0.6060606060606061,0.7966867469879518,0,0,1,0,0,1,0,2023,2,17,4,1,7,0,0,0
51,1867,271,96.08,0.85,0,0.5151515151515151,0.936308926780341,0,0,1,0,0,0,1,2023,2,17,4,1,7,0,0,0
97,1516,413,96.08,0.85,0,0.9797979797979798,0.7598997493734336,0,1,0,0,1,0,0,2023,2,17,4,1,7,0,0,0
93,1020,365,96.08,0.85,0,0.9393939393939394,0.5120481927710844,0,1,0,0,0,1,0,2023,2,17,4,1,7,0,0,0
63,954,472,96.08,0.85,0,0.6363636363636364,0.47843530591775324,0,1,0,0,0,0,1,2023,2,17,4,1,7,0,0,0
66,571,476,96.08,0.85,0,0.6666666666666666,0.2862155388471178,0,0,1,0,1,0,0,2023,2,17,4,1,7,0,0,0
73,877,245,96.08,0.85,0,0.7373737373737373,0.4402610441767068,0,0,0,1,0,1,0,2023,2,17,4,1,7,0,0,0
99,698,380,96.08,0.85,0,1.0,0.35005015045135407,0,0,0,1,0,0,1,2023,2,17,4,1,7,0,0,0
64,1550,373,96.08,0.85,0,0.6464646464646465,0.7769423558897243,1,0,0,0,1,0,0,2023,2,17,4,1,7,0,0,0
78,1832,207,96.08,0.85,0,0.7878787878787878,0.9196787148594378,1,0,0,0,0,1,0,2023,2,17,4,1,7,0,0,0
76,1583,344,96.08,0.85,0,0.7676767676767676,0.7938816449348044,1,0,0,0,0,0,1,2023,2,17,4,1,7,0,0,0
64,1676,421,96.08,0.85,0,0.6464646464646465,0.8401002506265665,0,0,0,1,1,0,0,2023,2,17,4,1,7,0,0,0
51,1689,289,102.96,1.03,1,0.5151515151515151,0.8466165413533835,0,0,1,0,1,0,0,2023,2,18,5,1,7,0,0,1
75,1417,302,102.96,1.03,1,0.7575757575757576,0.7113453815261044,0,0,1,0,0,1,0,2023,2,18,5,1,7,0,0,1
82,1088,315,102.96,1.03,1,0.8282828282828283,0.5456369107321966,0,0,1,0,0,0,1,2023,2,18,5,1,7,0,0,1
82,501,424,102.96,1.03,1,0.8282828282828283,0.2511278195488722,0,1,0,0,1,0,0,2023,2,18,5,1,7,0,0,1
82,1213,441,102.96,1.03,1,0.8282828282828283,0.6089357429718876,0,1,0,0,0,1,0,2023,2,18,5,1,7,0,0,1
71,591,347,102.96,1.03,1,0.7171717171717171,0.29638916750250754,0,1,0,0,0,0,1,2023,2,18,5,1,7,0,0,1
81,1986,279,102.96,1.03,1,0.8181818181818182,0.9954887218045113,0,0,0,1,1,0,0,2023,2,18,5,1,7,0,0,1
71,1611,240,102.96,1.03,1,0.7171717171717171,0.8079237713139418,0,0,0,1,0,0,1,2023,2,18,5,1,7,0,0,1
82,601,466,102.96,1.03,1,0.8282828282828283,0.3012531328320802,1,0,0,0,1,0,0,2023,2,18,5,1,7,0,0,1
87,510,416,102.96,1.03,1,0.8787878787878788,0.2560240963855422,1,0,0,0,0,1,0,2023,2,18,5,1,7,0,0,1
67,1843,294,102.96,1.03,1,0.6767676767676768,0.9242728184553661,1,0,0,0,0,0,1,2023,2,18,5,1,7,0,0,1
66,1087,245,102.96,1.03,1,0.6666666666666666,0.5456827309236948,0,0,0,1,0,1,0,2023,2,18,5,1,7,0,0,1
60,1607,407,100.05,0.98,1,0.6060606060606061,0.8067269076305221,0,1,0,0,0,1,0,2023,2,19,6,1,7,0,0,1
90,1373,213,100.05,0.98,1,0.9090909090909091,0.6892570281124498,0,0,1,0,0,1,0,2023,2,19,6,1,7,0,0,1
75,1394,202,100.05,0.98,1,0.7575757575757576,0.6990972918756269,0,0,1,0,0,0,1,2023,2,19,6,1,7,0,0,1
53,1913,221,100.05,0.98,1,0.5353535353535354,0.9588972431077695,0,1,0,0,1,0,0,2023,2,19,6,1,7,0,0,1
96,750,206,100.05,0.98,1,0.9696969696969697,0.37612838515546637,0,1,0,0,0,0,1,2023,2,19,6,1,7,0,0,1
60,1477,211,100.05,0.98,1,0.6060606060606061,0.7403508771929824,0,0,1,0,1,0,0,2023,2,19,6,1,7,0,0,1
81,1052,403,100.05,0.98,1,0.8181818181818182,0.5281124497991968,0,0,0,1,0,1,0,2023,2,19,6,1,7,0,0,1
95,621,342,100.05,0.98,1,0.9595959595959596,0.3114343029087262,1,0,0,0,0,0,1,2023,2,19,6,1,7,0,0,1
83,605,322,100.05,0.98,1,0.8383838383838383,0.303714859437751,1,0,0,0,0,1,0,2023,2,19,6,1,7,0,0,1
57,1841,283,100.05,0.98,1,0.5757575757575758,0.9228070175438596,0,0,0,1,1,0,0,2023,2,19,6,1,7,0,0,1
58,1882,422,100.05,0.98,1,0.5858585858585859,0.9438314944834504,0,0,0,1,0,0,1,2023,2,19,6,1,7,0,0,1
55,508,461,100.05,0.98,1,0.5555555555555556,0.2546365914786967,1,0,0,0,1,0,0,2023,2,19,6,1,7,0,0,1
80,1456,223,85.85,0.96,0,0.8080808080808081,0.7309236947791165,0,0,1,0,0,1,0,2023,2,20,0,1,8,0,0,0
64,852,412,85.85,0.96,0,0.6464646464646465,0.4272818455366098,0,0,1,0,0,0,1,2023,2,20,0,1,8,0,0,0
84,944,292,85.85,0.96,0,0.8484848484848485,0.4731829573934837,0,1,0,0,1,0,0,2023,2,20,0,1,8,0,0,0
52,1423,401,85.85,0.96,0,0.5252525252525253,0.7143574297188755,0,1,0,0,0,1,0,2023,2,20,0,1,8,0,0,0
71,1048,258,85.85,0.96,0,0.7171717171717171,0.5255767301905717,0,1,0,0,0,0,1,2023,2,20,0,1,8,0,0,0
69,1304,203,85.85,0.96,0,0.696969696969697,0.6536340852130326,0,0,1,0,1,0,0,2023,2,20,0,1,8,0,0,0
81,806,499,85.85,0.96,0,0.8181818181818182,0.4046184738955823,0,0,0,1,0,1,0,2023,2,20,0,1,8,0,0,0
57,808,382,85.85,0.96,0,0.5757575757575758,0.40521564694082246,0,0,0,1,0,0,1,2023,2,20,0,1,8,0,0,0
68,1249,372,85.85,0.96,0,0.6868686868686869,0.6260651629072682,1,0,0,0,1,0,0,2023,2,20,0,1,8,0,0,0
94,1766,321,85.85,0.96,0,0.9494949494949495,0.8865461847389559,1,0,0,0,0,1,0,2023,2,20,0,1,8,0,0,0
72,1408,224,85.85,0.96,0,0.7272727272727273,0.7061183550651956,1,0,0,0,0,0,1,2023,2,20,0,1,8,0,0,0
67,1413,410,85.85,0.96,0,0.6767676767676768,0.7082706766917293,0,0,0,1,1,0,0,2023,2,20,0,1,8,0,0,0
54,1504,240,96.57,0.92,0,0.5454545454545454,0.7538847117794486,0,0,1,0,1,0,0,2023,2,21,1,1,8,0,0,0
